local,category,intercept,coefficients,columns,length
경기도 안양시,립케어,45.26288478966043,23.324820687665724,promo_day_cnt,17
경기도 안양시,립케어,45.26288478966043,8.501140028336188,promo_ssn_cnt,17
경기도 안양시,립케어,45.26288478966043,22.283191728428037,promo_disc_cnt,17
경기도 안양시,립케어,45.26288478966043,-44.72489402577881,promo_mem_cnt,17
경기도 안양시,립케어,45.26288478966043,-34.23804737835115,promo_co_cnt,17
경기도 안양시,립케어,45.26288478966043,-3.72677135406709,avg_temp,17
경기도 안양시,립케어,45.26288478966043,1.0404804844465798,ilgyo,17
경기도 안양시,립케어,45.26288478966043,0.7126034505214672,avg_rhm,17
경기도 안양시,립케어,45.26288478966043,-0.17805046238825642,pm10,17
경기도 안양시,립케어,45.26288478966043,0.04584435727962865,cloud,17
경기도 안양시,립케어,45.26288478966043,70.24750330249222,gen_cd_F,17
경기도 안양시,립케어,45.26288478966043,-70.24750330249226,gen_cd_M,17
경기도 안양시,립케어,45.26288478966043,-60.55895139227299,agegr_20_1,17
경기도 안양시,립케어,45.26288478966043,133.93445578918912,agegr_20_2,17
경기도 안양시,립케어,45.26288478966043,-19.44845248727505,agegr_20_3,17
경기도 안양시,립케어,45.26288478966043,-53.92705190964105,agegr_20_4,17
경기도 안양시,립케어,45.26288478966043,0.0,경기도 안양시,17
