local,category,intercept,coefficients,columns,length
area_20,선케어,-12.440362369977635,10.034864512398737,promo_day_cnt,17
area_20,선케어,-12.440362369977635,0.29919386171092244,promo_ssn_cnt,17
area_20,선케어,-12.440362369977635,19.014525084546083,promo_disc_cnt,17
area_20,선케어,-12.440362369977635,39.888662164764085,promo_mem_cnt,17
area_20,선케어,-12.440362369977635,7.330832312435671,promo_co_cnt,17
area_20,선케어,-12.440362369977635,3.6685204056327616,avg_temp,17
area_20,선케어,-12.440362369977635,0.5493102349416726,ilgyo,17
area_20,선케어,-12.440362369977635,-0.20851738351692614,avg_rhm,17
area_20,선케어,-12.440362369977635,0.09545239751514598,pm10,17
area_20,선케어,-12.440362369977635,-3.2779715007945307,cloud,17
area_20,선케어,-12.440362369977635,32.274717666836835,gen_cd_F,17
area_20,선케어,-12.440362369977635,-32.27471766683684,gen_cd_M,17
area_20,선케어,-12.440362369977635,-34.63706966226624,agegr_20_1,17
area_20,선케어,-12.440362369977635,54.00019335567978,agegr_20_2,17
area_20,선케어,-12.440362369977635,-0.8249811507236989,agegr_20_3,17
area_20,선케어,-12.440362369977635,-18.538142542689656,agegr_20_4,17
area_20,선케어,-12.440362369977635,0.0,area_20,17
