local,category,intercept,coefficients,columns,length
area_10,립컬러,38.16437098319531,2.0420037836724516,promo_day_cnt,17
area_10,립컬러,38.16437098319531,6.085638714344523,promo_ssn_cnt,17
area_10,립컬러,38.16437098319531,14.185132563459263,promo_disc_cnt,17
area_10,립컬러,38.16437098319531,17.638317657388203,promo_mem_cnt,17
area_10,립컬러,38.16437098319531,10.487184773766403,promo_co_cnt,17
area_10,립컬러,38.16437098319531,0.4614220424110507,avg_temp,17
area_10,립컬러,38.16437098319531,0.3677573504836257,ilgyo,17
area_10,립컬러,38.16437098319531,0.05782175762115281,avg_rhm,17
area_10,립컬러,38.16437098319531,0.015033662402768624,pm10,17
area_10,립컬러,38.16437098319531,-1.014852212113986,cloud,17
area_10,립컬러,38.16437098319531,36.60184078785567,gen_cd_F,17
area_10,립컬러,38.16437098319531,-36.601840787855664,gen_cd_M,17
area_10,립컬러,38.16437098319531,-27.42669221416309,agegr_20_1,17
area_10,립컬러,38.16437098319531,62.18556786592364,agegr_20_2,17
area_10,립컬러,38.16437098319531,-1.677186325756887,agegr_20_3,17
area_10,립컬러,38.16437098319531,-33.08168932600371,agegr_20_4,17
area_10,립컬러,38.16437098319531,0.0,area_10,17
