local,category,intercept,coefficients,columns,length
경기도 안양시,선케어,15.665652663062644,34.208336378321796,promo_day_cnt,17
경기도 안양시,선케어,15.665652663062644,9.824519902699286,promo_ssn_cnt,17
경기도 안양시,선케어,15.665652663062644,28.976936297775264,promo_disc_cnt,17
경기도 안양시,선케어,15.665652663062644,1.9258369408575657,promo_mem_cnt,17
경기도 안양시,선케어,15.665652663062644,-4.797564414741208,promo_co_cnt,17
경기도 안양시,선케어,15.665652663062644,6.340640993598948,avg_temp,17
경기도 안양시,선케어,15.665652663062644,-0.8649545846396677,ilgyo,17
경기도 안양시,선케어,15.665652663062644,-0.86796863563159,avg_rhm,17
경기도 안양시,선케어,15.665652663062644,0.1324237296767671,pm10,17
경기도 안양시,선케어,15.665652663062644,-4.863786658988538,cloud,17
경기도 안양시,선케어,15.665652663062644,55.089597038928474,gen_cd_F,17
경기도 안양시,선케어,15.665652663062644,-55.08959703892844,gen_cd_M,17
경기도 안양시,선케어,15.665652663062644,-58.278218973509766,agegr_20_1,17
경기도 안양시,선케어,15.665652663062644,99.1782976509487,agegr_20_2,17
경기도 안양시,선케어,15.665652663062644,-6.382443568206252,agegr_20_3,17
경기도 안양시,선케어,15.665652663062644,-34.51763510923273,agegr_20_4,17
경기도 안양시,선케어,15.665652663062644,0.0,경기도 안양시,17
