local,category,intercept,coefficients,columns,length
서울특별시 서대문구,립케어,52.694829049935564,33.325392065512034,promo_day_cnt,17
서울특별시 서대문구,립케어,52.694829049935564,-7.1983127036486385,promo_ssn_cnt,17
서울특별시 서대문구,립케어,52.694829049935564,18.664727411625776,promo_disc_cnt,17
서울특별시 서대문구,립케어,52.694829049935564,-55.088862962430866,promo_mem_cnt,17
서울특별시 서대문구,립케어,52.694829049935564,-28.21340326676953,promo_co_cnt,17
서울특별시 서대문구,립케어,52.694829049935564,-2.7577281535109477,avg_temp,17
서울특별시 서대문구,립케어,52.694829049935564,1.1685836069228228,ilgyo,17
서울특별시 서대문구,립케어,52.694829049935564,0.702318451362607,avg_rhm,17
서울특별시 서대문구,립케어,52.694829049935564,-0.18675875692369043,pm10,17
서울특별시 서대문구,립케어,52.694829049935564,-2.7190852104750247,cloud,17
서울특별시 서대문구,립케어,52.694829049935564,94.62665897719525,gen_cd_F,17
서울특별시 서대문구,립케어,52.694829049935564,-94.62665897719532,gen_cd_M,17
서울특별시 서대문구,립케어,52.694829049935564,-75.62640673530298,agegr_20_1,17
서울특별시 서대문구,립케어,52.694829049935564,170.61823157976207,agegr_20_2,17
서울특별시 서대문구,립케어,52.694829049935564,-30.614222878276234,agegr_20_3,17
서울특별시 서대문구,립케어,52.694829049935564,-64.37760196618274,agegr_20_4,17
서울특별시 서대문구,립케어,52.694829049935564,0.0,서울특별시 서대문구,17
