,korea_hnb.qty
korea_hnb.qty,1.0
가을이왓슨스세일이왓슨스UPTO50,0.5197483468437786
UPTO50BIGSALE,0.5059541669467851
봄이왓슨스세일이왓슨스UPTO50%,0.3602542207426001
여름이왓슨스세일이왓슨스UPTO50%,0.30252110502660234
가을뷰티템볼래FallinBeauty,0.263978302657566
12월파워셀링아이템,0.18264288432515824
아토팜리얼베리어50SALE,0.08289097425897854
2016쇼핑관광축제KOREASaleFESTA,0.08289097425897854
6월onlyatwatsons쇼핑특가아이템,0.05742259376812067
