,korea_hnb.qty
korea_hnb.qty,1.0
봄이왓슨스세일이왓슨스UPTO50%,0.5018132855172822
UPTO50BIGSALE,0.3479214460281868
가을이왓슨스세일이왓슨스UPTO50,0.25086402278659836
여름이왓슨스세일이왓슨스UPTO50%,0.19009025335484736
3월멤버십특가아이템,0.15117110327591915
12월파워셀링아이템,0.1504271569818642
가을뷰티템볼래FallinBeauty,0.07568985699957016
