,korea_hnb.qty
korea_hnb.qty,1.0
여름이왓슨스세일이왓슨스UPTO50%,0.5261092783304466
가을이왓슨스세일이왓슨스UPTO50,0.4974543774963256
UPTO50BIGSALE,0.31824587961146644
봄이왓슨스세일이왓슨스UPTO50%,0.30834189611857216
6월onlyatwatsons쇼핑특가아이템,0.21060911087538192
가을뷰티템볼래FallinBeauty,0.16530575021567792
