,korea_hnb.qty
korea_hnb.qty,1.0
여름이왓슨스세일이왓슨스UPTO50%,0.4908520282626965
가을이왓슨스세일이왓슨스UPTO50,0.42659171610070706
UPTO50BIGSALE,0.4103963943958487
봄이왓슨스세일이왓슨스UPTO50%,0.40102088540849307
6월onlyatwatsons쇼핑특가아이템,0.19769673295167847
가을뷰티템볼래FallinBeauty,0.13279065737683923
왓슨스멤버십데이.5,0.11553253179388193
