,korea_hnb.qty
korea_hnb.qty,1.0
월리와함께하는왓슨스팤세일,0.39481628119650075
UPto50BIGSALE,0.35236772917345777
왓슨스와함께하는끝내주는SALE,0.288420875559482
환상의나라왓슨스팤세일,0.2742556404204597
UPTO50,0.26415541069127796
미리썸머대전,0.19972371102497238
슈퍼왓슨스데이,0.17740806039977858
슈퍼왓슨스데이.3,0.11376463055045605
케이뱅크체크카드로2만원이상결제시5000원캐시백,0.1085514438868464
슈퍼왓슨스데이.1,0.0716269594671202
