,korea_hnb.qty
korea_hnb.qty,1.0
랄라블라에서쿨하게놀자더위언팔,0.37674885230455135
9월브랜드세일,0.30736410605246894
강력하게돌아온WONDER랄라블라데이,0.19983578658623039
마지막여름을즐기는SUMMERPARTY,0.18281351801649917
원더랄라블라데이.1,0.15849238702074236
랄라블라에서위비꿀머니사용하고모바일상품권받자,0.12794452042752155
MDSPICK가을맞이아이템,0.12356634528226977
랄라블라에서꽃처럼사는5월,0.10872798750248582
DOG하게돌아온슈퍼왓슨스데이,0.08384797996500691
SALE불이켜셨다,0.06932546182699112
현대카드HCoin제휴이벤트,0.0501545599782962
