,korea_hnb.qty
korea_hnb.qty,1.0
9월브랜드세일,0.46775881514817463
SALE불이켜셨다,0.4525296240166183
브랜드세일놀라운세일쇼,0.3472970314332833
6월브랜드세일,0.303136783607265
5천HCoin이상사용시모바일상품권증정이벤트,0.18140893440548073
DOG하게돌아온슈퍼왓슨스데이,0.1348915043261724
랄라블라에서쿨하게놀자더위언팔,0.12122680691147529
원더랄라블라데이,0.1173448165431323
