,korea_hnb.qty
korea_hnb.qty,1.0
UPTO50,0.5514599894165692
환상의나라왓슨스팤세일,0.49345219719853384
월리와함께하는왓슨스팤세일,0.27871303593371105
GETYOUREXTRAGIFTS,0.2387605340118982
활짝필너에게봄을줄게,0.2387605340118982
UPto50BIGSALE,0.23040850843761815
왓슨스와함께하는끝내주는SALE,0.08377036585256624
화이트데이사랑을보여줘,0.07981519997035047
슈퍼왓슨스데이.1,0.0714642409164083
슈퍼왓슨스데이,0.06416986899397492
슈퍼왓슨스데이.4,0.06026486260395717
