,korea_hnb.qty
korea_hnb.qty,1.0
여름이왓슨스세일이왓슨스UPTO50%,0.49872233942640937
가을이왓슨스세일이왓슨스UPTO50,0.47429344980467747
봄이왓슨스세일이왓슨스UPTO50%,0.3038739424259151
6월onlyatwatsons쇼핑특가아이템,0.2549938381350467
GLAMOROUSSALE,0.2536266914056695
왓슨스멤버십데이.5,0.1850079159244963
UPTO50BIGSALE,0.15231685761016758
LOVEMEKISSME러브미키스미,0.12267370760573121
가을뷰티템볼래FallinBeauty,0.11079049871348497
LG생활건강최대50OFFBrandWeekSale,0.0720637516172853
