,korea_hnb.qty
korea_hnb.qty,1.0
6월onlyatwatsons쇼핑특가아이템,0.3711690232487171
여름이왓슨스세일이왓슨스UPTO50%,0.15522389121604782
가을이왓슨스세일이왓슨스UPTO50,0.08998280420952175
왓슨스멤버십데이.3,0.05779651224707352
GLAMOROUSSALE,0.0512870660476265
