,korea_hnb.qty
korea_hnb.qty,1.0
6월브랜드세일,0.5745555031262111
강력하게돌아온WONDER랄라블라데이,0.3750182803662771
랄라블라에서위비꿀머니사용하고모바일상품권받자,0.36366458119793676
랄라블라에서쿨하게놀자더위언팔,0.17293576301438032
랄라블라데이라이징스타2018,0.1404711793051419
마지막여름을즐기는SUMMERPARTY,0.10457967507017046
매일매일공개되는1DAYGET썸머특가,0.08898734017598393
COOL한1등이쏜다,0.07483083458863682
BC카드제휴6천원청구할인,0.07216681098544768
랄라블라에서꽃처럼사는5월,0.06969229489257012
현대카드HCoin제휴이벤트,0.06727051286158019
