,korea_hnb.qty
korea_hnb.qty,1.0
미리썸머대전,0.5942189514804828
UPto50BIGSALE,0.5446184836372844
퍼펙트하게선물하쉐어,0.411166326792835
슈퍼왓슨스데이.4,0.3378491872301593
슈퍼왓슨스데이.3,0.2588615387916345
왓슨스랭킹쇼,0.21627270347682198
여름엔왓슨스,0.1975340296976463
슈퍼왓슨스데이.2,0.11501950815090892
바캉스휴유증극복하는셀프케이템반값,0.07108233355705096
