,korea_hnb.qty
korea_hnb.qty,1.0
SALE불이켜셨다,0.5063601966741833
브랜드세일놀라운세일쇼,0.34128394021363745
달콤짜릿혜택올림팤,0.3109705070782489
6월브랜드세일,0.2672961383489757
5천HCoin이상사용시모바일상품권증정이벤트,0.22767130605652314
9월브랜드세일,0.20507592264793018
두근두근미리사봄멤버십데이,0.17228511282355247
원더랄라블라데이,0.1350628421501669
원더랄라블라데이.1,0.13462823561196685
